"2016/01/18 10:00:16","onechord","L16","Link","nanomokoshyaru","Chuo Shintomi 2 Post Office","大野屋総本店: ","27182818","2 Chome-2-1 Shintomi, Chūō-ku, Tōkyō-to, Japan","35.671890","139.773768"
"2016/01/18 09:58:55","onechord","L16","Resonator","korofuku","八丁堀の与力・同心組屋敷跡","","winqui","3 Chome-18-7 Hatchōbori, Chūō-ku, Tōkyō-to, Japan","35.674732","139.775886"
"2016/01/18 09:50:29","onechord","L16","Resonator","nanomokoshyaru","Art Wall","","onechord","2 Chome-11-6 Shintomi, Chūō, Tokyo, Japan","35.671096","139.774797"
"2016/01/18 09:50:28","onechord","L16","Resonator","nanomokoshyaru","Shintomiinari Shrine","","","2 Chome-9-4 Shintomi, Chūō, Tokyo, Japan","35.670994","139.774307"
"2016/01/18 09:49:55","onechord","L16","Resonator","nanomokoshyaru","Shintomiinari Shrine","","onechord","2 Chome-9-4 Shintomi, Chūō, Tokyo, Japan","35.670994","139.774307"
"2016/01/18 09:49:54","onechord","L16","Link","nanomokoshyaru","Shintomiinari Shrine","救世軍渡来記念の地: ","onechord","2 Chome-4-5 Shintomi, Chūō, Tokyo, Japan","35.670994","139.774307"
"2016/01/18 09:49:53","onechord","L16","Resonator","nanomokoshyaru","Shintomiinari Shrine","","onechord","2 Chome-9-4 Shintomi, Chūō, Tokyo, Japan","35.670994","139.774307"
"2016/01/18 09:46:07","onechord","L16","Link","nanomokoshyaru","新富座跡","Dragon on the wall: ","27182818","Japan, 〒104-0041 Tōkyō-to, Chūō-ku, Shintomi, 2 Chome 都道473号線","35.671405","139.773556"
"2016/01/18 09:46:03","onechord","L16","Resonator","nanomokoshyaru","Dragon on the wall","","mkbktm1981","Japan, 〒104-0041 Tōkyō-to, Chūō-ku, Shintomi, 2 Chome 都道473号線","35.671199","139.772852"
"2016/01/18 09:45:49","onechord","L16","Resonator","nanomokoshyaru","Dragon on the wall","","mkbktm1981","Japan, 〒104-0041 Tōkyō-to, Chūō-ku, Shintomi, 2 Chome 都道473号線","35.671199","139.772852"
