"2016/01/01 03:32:59","onechord","L16","Resonator","BillPepper","Rosengarten","","onechord","Legiendamm 16, 10179 Berlin, Germany","52.505272","13.417886"
"2016/01/01 03:32:53","onechord","L16","Resonator","BillPepper","Indischer Brunnen im Rosengarten","","","Legiendamm 24, 10179 Berlin, Germany","52.504773","13.417475"
"2016/01/01 03:32:48","onechord","L16","Link","BillPepper","Rosengarten","Indischer Brunnen im Rosengarten","onechord","Legiendamm 24, 10179 Berlin, Germany","52.505272","13.417886"
"2016/01/01 03:32:47","onechord","L16","Resonator","BillPepper","Sonnenhaus 1904","","onechord","Leuschnerdamm 11, 10999 Berlin, Germany","52.504978","13.418688"
"2016/01/01 03:32:41","onechord","L16","Resonator","BillPepper","Indischer Brunnen im Rosengarten","","mrzrttr","Legiendamm 24, 10179 Berlin, Germany","52.504773","13.417475"
"2016/01/01 03:32:14","onechord","L16","Resonator","BillPepper","Indischer Brunnen im Rosengarten","","mrzrttr","Legiendamm 24, 10179 Berlin, Germany","52.504773","13.417475"
"2016/01/01 03:31:44","onechord","L16","Mod","BillPepper","Indischer Brunnen im Rosengarten","","mrzrttr","Legiendamm 24, 10179 Berlin, Germany","52.504773","13.417475"
"2016/01/01 03:31:37","onechord","L16","Resonator","BillPepper","Indischer Brunnen im Rosengarten","","mrzrttr","Legiendamm 24, 10179 Berlin, Germany","52.504773","13.417475"
"2016/01/01 03:31:33","onechord","L16","Resonator","BillPepper","Indischer Brunnen im Rosengarten","","mrzrttr","Legiendamm 24, 10179 Berlin, Germany","52.504773","13.417475"
"2016/01/01 03:31:30","onechord","L16","Resonator","BillPepper","Sonnenhaus 1904","","onechord","Leuschnerdamm 11, 10999 Berlin, Germany","52.504978","13.418688"
"2016/01/01 03:31:29","onechord","L16","Resonator","BillPepper","Sonnenhaus 1904","","onechord","Leuschnerdamm 11, 10999 Berlin, Germany","52.504978","13.418688"
"2016/01/01 02:49:01","onechord","L16","Resonator","ChromeGhost","Berliner Mauer Sebastianstrasse","","trina88","Sebastianstraße 86-87, 10969 Berlin, Germany","52.504137","13.413896"
"2016/01/01 02:48:52","onechord","L16","Resonator","ChromeGhost","Oranienstrasse Wandbild","","","Core Tex Records 46, 10969 Berlin, Germany","52.502838","13.413943"
"2016/01/01 02:48:49","onechord","L16","Resonator","ChromeGhost","Berliner Mauer Sebastianstrasse","","trina88","Sebastianstraße 86-87, 10969 Berlin, Germany","52.504137","13.413896"
"2016/01/01 02:48:45","onechord","L16","Resonator","ChromeGhost","Racoon on Wall Art","","","Luckauer Straße 10, 10969 Berlin, Germany","52.503822","13.413962"
"2016/01/01 02:48:24","onechord","L16","Resonator","ChromeGhost","Oranienstrasse Wandbild","","onechord","Core Tex Records 46, 10969 Berlin, Germany","52.502838","13.413943"
"2016/01/01 02:48:14","onechord","L16","Mod","ChromeGhost","Berliner Mauer Sebastianstrasse","","trina88","Sebastianstraße 86-87, 10969 Berlin, Germany","52.504137","13.413896"
"2016/01/01 02:48:08","onechord","L16","Resonator","ChromeGhost","Oranienstrasse Wandbild","","onechord","Core Tex Records 46, 10969 Berlin, Germany","52.502838","13.413943"
"2016/01/01 02:47:57","onechord","L16","Resonator","ChromeGhost","Oranienstrasse Wandbild","","onechord","Core Tex Records 46, 10969 Berlin, Germany","52.502838","13.413943"
"2016/01/01 02:30:56","onechord","L16","Resonator","ChromeGhost","Mother Nature Mural","","","Prinzessinnenstraße 16, 10969 Berlin, Germany","52.503077","13.411838"
